Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
HERON BAY,"1,490,000","1,496.20",996,16-Mar-21,53 UPPER SERANGOON VIEW #02-08,Resale,Strata,139,"10,719",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,HDB,534019,19,53,North East Region,Hougang
PIERMONT GRAND,"1,472,600","1,356.26","1,086",16-Mar-21,22 SUMANG WALK #04-01,New Sale,Strata,126,"11,687",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828677,19,82,North East Region,Punggol
PIERMONT GRAND,"973,560",839.59,"1,160",16-Mar-21,32 SUMANG WALK #07-21,New Sale,Strata,78,"12,482",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828621,19,82,North East Region,Punggol
PARC CENTRAL RESIDENCES,"1,110,000",925.7,"1,199",16-Mar-21,123 TAMPINES STREET 86 #15-09,New Sale,Strata,86,"12,907",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528515,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,204,000","1,022.58","1,177",16-Mar-21,131 TAMPINES STREET 86 #06-25,New Sale,Strata,95,"12,674",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
THE TAMPINES TRILLIANT,"985,000",871.88,"1,130",16-Mar-21,13 TAMPINES CENTRAL 7 #12-07,Resale,Strata,81,"12,160",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528770,18,52,East Region,Tampines
EASTVALE,"895,000","1,216.33",736,16-Mar-21,33 PASIR RIS DRIVE 3 #04-07,Resale,Strata,113,"7,920",-,Executive Condominium,1,99 yrs from 26/06/1996,1999,Private,519492,18,51,East Region,Pasir Ris
WINDERMERE,"962,786","1,453.14",663,16-Mar-21,28 CHOA CHU KANG STREET 64 #06-04,Resale,Strata,135,"7,132",-,Executive Condominium,1,99 yrs from 03/03/1997,1999,HDB,689097,23,68,West Region,Choa Chu Kang
RIVERPARC RESIDENCE,"948,000","1,076.40",881,16-Mar-21,102 PUNGGOL DRIVE #07-27,Resale,Strata,100,"9,480",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828800,19,82,North East Region,Punggol
AUSTVILLE RESIDENCES,"770,000",785.77,980,16-Mar-21,21 SENGKANG EAST AVENUE #10-26,Resale,Strata,73,"10,548",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544809,19,54,North East Region,Sengkang
HERON BAY,"940,000","1,033.34",910,16-Mar-21,61 UPPER SERANGOON VIEW #04-18,Resale,Strata,96,"9,792",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,Private,534015,19,53,North East Region,Hougang
THE RAINFOREST,"985,000",958,"1,028",16-Mar-21,335 CHOA CHU KANG AVENUE 3 #13-09,Resale,Strata,89,"11,067",-,Executive Condominium,1,99 yrs from 28/06/2011,2015,HDB,689871,23,68,West Region,Choa Chu Kang
PARC CANBERRA,"1,003,000",947.23,"1,059",17-Mar-21,3 CANBERRA WALK #04-06,New Sale,Strata,88,"11,398",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757064,27,75,North Region,Sembawang
PARC CENTRAL RESIDENCES,"1,082,000",925.7,"1,169",17-Mar-21,123 TAMPINES STREET 86 #06-09,New Sale,Strata,86,"12,581",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528515,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,162,000","1,054.87","1,102",17-Mar-21,129 TAMPINES STREET 86 #02-23,New Sale,Strata,98,"11,857",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528446,18,52,East Region,Tampines
BLOSSOM RESIDENCES,"868,000",968.76,896,17-Mar-21,30 SEGAR ROAD #12-07,Resale,Strata,90,"9,644",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677721,23,67,West Region,Bukit Panjang
LA CASA,"898,000","1,194.80",752,17-Mar-21,56 WOODLANDS DRIVE 16 #11-14,Resale,Strata,111,"8,090",-,Executive Condominium,1,99 yrs from 13/09/2004,2008,HDB,737898,25,73,North Region,Woodlands
THE TAMPINES TRILLIANT,"1,120,000","1,001.05","1,119",17-Mar-21,29 TAMPINES CENTRAL 7 #13-37,Resale,Strata,93,"12,043",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528612,18,52,East Region,Tampines
RIVERCOVE RESIDENCES,"1,413,000","1,184.04","1,193",17-Mar-21,30 ANCHORVALE LANE #15-18,New Sale,Strata,110,"12,845",-,Executive Condominium,1,99 yrs from 05/12/2016,2020,HDB,544589,19,54,North East Region,Sengkang
WATERBAY,"1,100,000","1,097.93","1,002",17-Mar-21,47A EDGEFIELD PLAINS #16-16,Resale,Strata,102,"10,784",-,Executive Condominium,1,99 yrs from 02/07/2012,2016,HDB,828714,19,82,North East Region,Punggol
WATERWOODS,"1,055,888","1,044.11","1,011",17-Mar-21,25 PUNGGOL FIELD WALK #17-24,Resale,Strata,97,"10,885",-,Executive Condominium,1,99 yrs from 11/03/2013,2015,Private,828751,19,82,North East Region,Punggol
PINEVALE,"980,000","1,388.56",706,17-Mar-21,12 TAMPINES STREET 73 #07-03,Resale,Strata,129,"7,597",-,Executive Condominium,1,99 yrs from 31/01/1997,1999,Private,528828,18,52,East Region,Tampines
BLOSSOM RESIDENCES,"863,000",968.76,891,17-Mar-21,30 SEGAR ROAD #09-06,Resale,Strata,90,"9,589",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677721,23,67,West Region,Bukit Panjang
THE AMORE,"1,068,000","1,097.93",973,17-Mar-21,55A EDGEDALE PLAINS #04-15,Resale,Strata,102,"10,471",-,Executive Condominium,1,99 yrs from 30/10/2013,2016,HDB,828680,19,82,North East Region,Punggol
WINDERMERE,"925,000","1,442.38",641,18-Mar-21,32 CHOA CHU KANG STREET 64 #04-03,Resale,Strata,134,"6,903",-,Executive Condominium,1,99 yrs from 03/03/1997,1999,HDB,689099,23,68,West Region,Choa Chu Kang
WATERWOODS,"1,650,000","1,668.42",989,18-Mar-21,15 PUNGGOL FIELD WALK #14-01,Resale,Strata,155,"10,645",-,Executive Condominium,1,99 yrs from 11/03/2013,2015,Private,828746,19,82,North East Region,Punggol
TWIN FOUNTAINS,"1,018,000","1,194.80",852,18-Mar-21,19 WOODLANDS AVENUE 6 #08-25,Resale,Strata,111,"9,171",-,Executive Condominium,1,99 yrs from 19/12/2012,2016,Private,738999,25,73,North Region,Woodlands
WOODSVALE,"1,450,000","2,626.42",552,18-Mar-21,5 WOODLANDS DRIVE 72 #14-09,Resale,Strata,244,"5,943",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,Private,738091,25,73,North Region,Woodlands
CITYLIFE@TAMPINES,"1,530,000","1,377.79","1,110",18-Mar-21,61 TAMPINES CENTRAL 7 #03-20,Resale,Strata,128,"11,953",-,Executive Condominium,1,99 yrs from 13/08/2012,2016,Private,528595,18,52,East Region,Tampines
WATERCOLOURS,"700,000",742.72,942,18-Mar-21,21 PASIR RIS LINK #05-04,Resale,Strata,69,"10,145",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518168,18,51,East Region,Pasir Ris
WATERWOODS,"1,050,000","1,044.11","1,006",18-Mar-21,25 PUNGGOL FIELD WALK #15-24,Resale,Strata,97,"10,825",-,Executive Condominium,1,99 yrs from 11/03/2013,2015,Private,828751,19,82,North East Region,Punggol
CITYLIFE@TAMPINES,"1,258,888","1,140.98","1,103",18-Mar-21,51 TAMPINES CENTRAL 7 #09-02,Resale,Strata,106,"11,876",-,Executive Condominium,1,99 yrs from 13/08/2012,2016,Private,528615,18,52,East Region,Tampines
AUSTVILLE RESIDENCES,"780,000",785.77,993,18-Mar-21,21 SENGKANG EAST AVENUE #07-26,Resale,Strata,73,"10,685",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544809,19,54,North East Region,Sengkang
HERON BAY,"1,288,000","1,280.92","1,006",18-Mar-21,51 UPPER SERANGOON VIEW #08-04,Resale,Strata,119,"10,824",-,Executive Condominium,1,99 yrs from 04/06/2012,2015,HDB,534020,19,53,North East Region,Hougang
